date,customer_id,customer_name,campaign_id,campaign_name,campaign_status,channel_type,spend_krw,impressions,clicks,conversions,attributed_revenue_krw,ctr,cpc_krw,roas
2024-01-20,4988024901,엔트로피,20938943434,240111_블리치_실적최대화,PAUSED,PERFORMANCE_MAX,29426,5345,34,0,0,0.006361085126286249,865.4754449117647,0
2024-01-21,4988024901,엔트로피,20938943434,240111_블리치_실적최대화,PAUSED,PERFORMANCE_MAX,27106,4510,27,0,0,0.00598669623059867,1003.9212199629629,0
2024-01-22,4988024901,엔트로피,20938943434,240111_블리치_실적최대화,PAUSED,PERFORMANCE_MAX,8063,1739,10,0,0,0.005750431282346176,806.2717128,0
2024-10-08,4988024901,엔트로피,21782096832,241008_애쉬브라운_숏츠캠페인,PAUSED,VIDEO,20218,2324,1,0,0,0.0004302925989672978,20218.495866,0
2024-10-09,4988024901,엔트로피,21782096832,241008_애쉬브라운_숏츠캠페인,PAUSED,VIDEO,20849,5645,1,0,0,0.0001771479185119575,20849.046287,0
2024-10-10,4988024901,엔트로피,21782096832,241008_애쉬브라운_숏츠캠페인,PAUSED,VIDEO,20847,9035,0,0,0,0,,0
2024-10-11,4988024901,엔트로피,21782096832,241008_애쉬브라운_숏츠캠페인,PAUSED,VIDEO,9806,3077,2,0,0,0.0006499837504062399,4902.9293905,0
2025-01-10,4988024901,엔트로피,22112437676,250110_래쉬펌_동영상조회,REMOVED,VIDEO,39,1,0,0,0,0,,0
2025-01-10,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,50275,10326,145,0,0,0.014042223513461165,346.7270114,0
2025-01-11,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,73081,8702,129,0,50,0.014824178349804642,566.5224994806201,0.0006863360352996034
2025-01-12,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,76535,8874,138,0,82,0.01555104800540906,554.6031622318841,0.0010690187142719562
2025-01-13,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,33595,2980,43,0,0,0.014429530201342283,781.2829186279071,0
2025-01-14,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,60614,6233,72,1,47027,0.011551419862024707,841.8671877916667,0.7758311373211629
2025-01-15,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,45938,2576,29,0,0,0.01125776397515528,1584.052822448276,0
2025-01-16,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,62539,12050,80,0,0,0.006639004149377593,781.7325233125,0
2025-01-17,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,55836,11109,62,0,0,0.005581060401476281,900.5753796129032,0
2025-01-18,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,51704,8666,63,0,0,0.007269789983844911,820.6986734603175,0
2025-01-19,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,51667,8101,64,0,0,0.007900259227255894,807.30404828125,0
2025-01-20,4988024901,엔트로피,22112548031,250110_래쉬펌_디멘드젠,PAUSED,DEMAND_GEN,44719,4349,34,0,0,0.00781788916992412,1315.267964764706,0
2025-03-14,4988024901,엔트로피,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,ENABLED,DEMAND_GEN,55539,23342,180,0,0,0.007711421472024677,308.5482846055555,0
2025-03-15,4988024901,엔트로피,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,ENABLED,DEMAND_GEN,49842,16716,169,2,70536,0.01011007418042594,294.9230206390533,1.4151915545383826
2025-03-16,4988024901,엔트로피,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,ENABLED,DEMAND_GEN,30041,9137,77,0,0,0.008427273722228302,390.1451043376623,0
2025-03-17,4988024901,엔트로피,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,ENABLED,DEMAND_GEN,73192,25778,208,1,37600,0.008068895957793467,351.8864374903846,0.5137146860744536
2025-03-18,4988024901,엔트로피,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,ENABLED,DEMAND_GEN,38003,10829,127,2,75217,0.011727768030289038,299.23747738582676,1.9792314964406674
2025-03-19,4988024901,엔트로피,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,ENABLED,DEMAND_GEN,22345,6936,66,0,0,0.009515570934256055,338.5672281969697,0
2025-03-18,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,26925,2644,34,0,0,0.012859304084720122,791.9073549117647,0
2025-03-19,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,187277,28464,494,30,1130843,0.017355255761663857,379.1041074797571,6.038329106527614
2025-03-20,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,60753,8883,206,4,152868,0.02319036361589553,294.91780447572813,2.5162158510169066
2025-03-21,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,100057,18282,347,16,604647,0.018980417897385405,288.3486727291066,6.043023809753047
2025-03-22,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,70131,14894,319,17.01,639460,0.02141802067946824,219.84494768965516,9.118134701120129
2025-03-23,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,150206,28729,571,11.01,416965,0.019875387239374848,263.0584401768827,2.775948821806627
2025-03-24,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,60065,13110,182,8,381786,0.013882532418001525,330.0262028791209,6.356240808702258
2025-03-25,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,37085,6062,144,5,238250,0.023754536456614978,257.53223180555557,6.424492488917254
2025-04-07,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,40345,23077,306,10,376132,0.013259955800147332,131.84714138235293,9.322829203408729
2025-04-08,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,79701,40513,640,30,1128038,0.015797398365956606,124.53312735624999,14.153332443636668
2025-04-09,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,171611,79260,1063,59.01,2237905,0.013411556901337371,161.43994192568204,13.0405949146711
2025-04-10,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,150076,76963,1127,59.01,2448363,0.014643400075360889,133.16446746051466,16.314117643022634
2025-04-11,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,50072,30868,348,8,338407,0.01127381106647661,143.88364835632183,6.7584694592623755
2025-04-12,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,70183,56859,748,32,1338610,0.013155349197136778,93.82807642245989,19.07302296553033
2025-04-13,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,42107,30359,428,19,798792,0.014097961065911262,98.38024279205607,18.970654620374013
2025-04-14,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,31524,25967,292,10,448000,0.011245041783802518,107.96009592465754,14.211237607765515
2025-04-15,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,44084,33260,405,8,362400,0.01217678893565845,108.84861433580247,8.220727661762181
2025-04-16,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,55082,32899,307,7.01,246935,0.00933159062585489,179.41942072312705,4.483062674606231
2025-04-17,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,200087,114776,1349,78,2738318,0.01175332822192793,148.32257289918456,13.685625082322325
2025-04-18,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,50732,29554,285,9.02,329964,0.009643364688367058,178.00635245614035,6.504083309331217
2025-04-19,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,80770,46331,598,27,951803,0.012907124819235501,135.06737374749164,11.784067556031427
2025-04-20,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,30050,19194,284,2,70500,0.014796290507450245,105.80900058450705,2.346108887225105
2025-04-21,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,118833,52506,638,23.51,871169,0.012150992267550375,186.25922602664576,7.331012354534293
2025-04-22,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,99347,41479,540,13.5,475857,0.0130186359362569,183.97564974814813,4.789852108663413
2025-04-23,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,40263,10747,216,10,352500,0.020098632176421327,186.40138080555556,8.755001907130751
2025-04-24,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,50156,13219,256,12,422988,0.01936606399878962,195.920805546875,8.433491307545463
2025-04-25,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,223798,70255,1058,57.4,2129228,0.01505942637534695,211.52930971077504,9.514063481626065
2025-04-26,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,50197,26700,325,18.02,665024,0.012172284644194757,154.45364750153846,13.24817180195165
2025-04-27,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,15874,8390,102,6,224400,0.012157330154946364,155.6287778627451,14.136203022427274
2025-04-28,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,246380,131438,972,38.99,1445910,0.007395121654316103,253.47719761728396,5.868621439893465
2025-04-29,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,30316,18411,163,4,147600,0.00885340285698767,185.9894559570552,4.868671010047592
2025-04-30,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,37656,19029,195,4,154000,0.01024751694781649,193.10933835384614,4.089618847414276
2025-05-01,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,50194,25075,333,26,964697,0.013280159521435693,150.73320785585585,19.219317330686717
2025-05-02,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,70293,46911,375,23,848700,0.007993860714970902,187.44804505066668,12.07374555113799
2025-05-03,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,73263,45364,471,18.5,682645,0.01038268230314787,155.54769073036093,9.317743093541234
2025-05-04,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,50187,30520,283,18.5,682686,0.009272608125819135,177.33809991519433,13.602928134312442
2025-05-05,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,23811,13622,163,6,221333,0.011965937454118338,146.07843703067485,9.295477591615198
2025-08-13,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,30726,8574,62,1,36900,0.007231163984138092,495.5842231129032,1.200928646566281
2025-08-14,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,300330,125724,1364,44.28,1631467,0.010849161655690243,220.18313003739004,5.43225011184167
2025-08-15,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,418754,179353,2086,81.03,3020842,0.011630694775108306,200.74507707861935,7.213879263332793
2025-08-16,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,66037,19127,249,11.98,441889,0.013018246457886757,265.20946370281126,6.6915168001559495
2025-08-18,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,57019,15477,132,4,147710,0.008528784648187633,431.95911074242423,2.590558030500908
2025-08-19,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,56084,16656,198,11,405900,0.011887608069164265,283.2512742727273,7.237390212148406
2025-08-20,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,52386,17681,201,8,295122,0.011368135286465698,260.62651806467665,5.633610377099291
2025-08-21,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,103016,34096,338,11,405900,0.009913186297512904,304.7799470857988,3.940179088050154
2025-08-22,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,200050,65542,676,30.07,1109601,0.010313997131610264,295.931632285503,5.5466221727552965
2025-08-23,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,486924,175848,1827,79.48,2953922,0.010389654701787907,266.5155195342091,6.066497100701565
2025-08-24,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,156415,63189,665,19.98,783921,0.010523983604741332,235.21088477293233,5.0117966717896625
2025-08-25,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,525316,161216,1480,75.28,2803283,0.009180230250099246,354.94338675608105,5.336371836875249
2025-08-26,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,119590,87453,590,13.53,499105,0.006746480966919374,202.6957449762712,4.1734525231603445
2025-08-27,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,200323,152069,792,37.3,1351169,0.005208162084316988,252.9329645391414,6.744957105321781
2025-08-28,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,264236,190761,1058,34.1,1277870,0.005546207033932512,249.75014033175805,4.836099050390798
2025-08-29,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,207044,138447,824,30.65,1229033,0.005951736043395667,251.26661782524272,5.936104699299499
2025-08-30,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,126181,86659,594,12.89,475587,0.006854452509260435,212.42583823737374,3.769086770753304
2025-08-31,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,100189,44615,584,21.89,789570,0.013089768015241511,171.555813244863,7.88083935813507
2025-09-01,4988024901,엔트로피,22344771495,250318_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,9669,2842,47,3,110696,0.016537649542575653,205.71703878723403,11.44888741791199
2025-03-19,4988024901,엔트로피,22348891161,250319_애쉬브라운_디멘드젠캠페인,PAUSED,DEMAND_GEN,24972,4613,50,4,162000,0.010838933448948623,499.4439924,6.487213880440701
2025-03-20,4988024901,엔트로피,22348891161,250319_애쉬브라운_디멘드젠캠페인,PAUSED,DEMAND_GEN,76291,9595,155,9,363837,0.01615424700364773,492.1999197354839,4.769075347446834
2025-03-21,4988024901,엔트로피,22348891161,250319_애쉬브라운_디멘드젠캠페인,PAUSED,DEMAND_GEN,61343,8799,138,4,199634,0.015683600409137403,444.5126528695652,3.2543960925319184
2025-03-22,4988024901,엔트로피,22348891161,250319_애쉬브라운_디멘드젠캠페인,PAUSED,DEMAND_GEN,70191,15914,271,21,844727,0.017029031041849944,259.0081046863469,12.03466402748251
2025-03-23,4988024901,엔트로피,22348891161,250319_애쉬브라운_디멘드젠캠페인,PAUSED,DEMAND_GEN,70068,15948,211,4,185388,0.013230499122146978,332.07818839336494,2.6458140184310452
2025-03-24,4988024901,엔트로피,22348891161,250319_애쉬브라운_디멘드젠캠페인,PAUSED,DEMAND_GEN,50134,11987,131,3,137250,0.010928505881371486,382.70357028244274,2.73765390505997
2025-03-25,4988024901,엔트로피,22348891161,250319_애쉬브라운_디멘드젠캠페인,PAUSED,DEMAND_GEN,32300,4274,56,0,0,0.013102480112306972,576.7909154642857,0
2025-03-21,4988024901,엔트로피,22356544443,250321_블리치_디멘드젠 캠페인,PAUSED,DEMAND_GEN,50051,11704,38,0,0,0.003246753246753247,1317.120035236842,0
2025-03-22,4988024901,엔트로피,22356544443,250321_블리치_디멘드젠 캠페인,PAUSED,DEMAND_GEN,52235,7888,41,2,121364,0.005197768762677485,1274.0292219512196,2.323420402611625
2025-03-23,4988024901,엔트로피,22356544443,250321_블리치_디멘드젠 캠페인,PAUSED,DEMAND_GEN,51026,6508,40,0,0,0.006146281499692686,1275.65100315,0
2025-03-24,4988024901,엔트로피,22356544443,250321_블리치_디멘드젠 캠페인,PAUSED,DEMAND_GEN,31334,3860,19,0,0,0.004922279792746114,1649.1768070526316,0
2025-03-25,4988024901,엔트로피,22356544443,250321_블리치_디멘드젠 캠페인,PAUSED,DEMAND_GEN,21566,3243,28,0,23,0.008633980881899476,770.2268968928572,0.001072967686226533
2025-03-19,4988024901,엔트로피,22358592904,250319_래쉬펌_디멘드젠_타겟 좁혀서 재세팅,PAUSED,DEMAND_GEN,70143,5563,67,3,112800,0.012043861225957218,1046.9073187313434,1.608148170740106
2025-03-20,4988024901,엔트로피,22358592904,250319_래쉬펌_디멘드젠_타겟 좁혀서 재세팅,PAUSED,DEMAND_GEN,54605,8510,130,3,112996,0.01527614571092832,420.0348350538461,2.0693518007768708
2025-03-21,4988024901,엔트로피,22358592904,250319_래쉬펌_디멘드젠_타겟 좁혀서 재세팅,PAUSED,DEMAND_GEN,47621,3787,57,4,188000,0.015051491946131503,835.4570489649122,3.9478338451048347
2025-03-22,4988024901,엔트로피,22358592904,250319_래쉬펌_디멘드젠_타겟 좁혀서 재세팅,PAUSED,DEMAND_GEN,35028,3613,75,1,37682,0.02075837254359258,467.03466182666665,1.0757755767025583
2025-03-24,4988024901,엔트로피,22363960548,250324_래쉬펌_디멘드젠캠페인,PAUSED,DEMAND_GEN,50600,9910,50,0,1,0.005045408678102927,1012.0043625,0.000025256808119737726
2025-03-25,4988024901,엔트로피,22363960548,250324_래쉬펌_디멘드젠캠페인,PAUSED,DEMAND_GEN,31374,6998,80,3,142980,0.011431837667905115,392.179620625,4.5572106019985
2025-04-10,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,51367,16846,145,10,420706,0.008607384542324587,354.2525462965517,8.190266761677915
2025-04-11,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,60069,19997,379,21,853466,0.018952842926438965,158.49453880474934,14.207993868244552
2025-04-12,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,70125,30334,524,14,577218,0.01727434561877761,133.82681387022902,8.231242691438226
2025-04-13,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,47102,17197,196,7,289100,0.011397336744781066,240.31705532653064,6.137725006641101
2025-04-14,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,50301,27413,364,21,940300,0.013278371575529859,138.1901424478022,18.693386608364715
2025-04-15,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,50212,29234,336,16,782400,0.011493466511596087,149.4390487738095,15.582081441751862
2025-04-16,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,29872,18053,151,6,211500,0.008364260787680718,197.83082861589403,7.080101020934094
2025-04-17,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,200214,85423,874,77.72,2777488,0.01023143649836695,229.07772263043478,13.872600256837098
2025-04-18,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,94594,42770,441,20.61,754427,0.010310965630114566,214.49837035827665,7.9754381293211685
2025-04-19,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,120044,64233,799,52.31,1877857,0.012439088941821183,150.24285438923656,15.643068180831836
2025-04-20,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,30011,16430,208,9,317250,0.012659768715763846,144.28240128846153,10.571215692245067
2025-04-21,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,59949,28297,304,8,282000,0.010743188323850584,197.20104825,4.703989087174482
2025-04-22,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,65014,34724,390,24,847745,0.011231424951042507,166.70184138461536,13.039483051476495
2025-04-23,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,44583,23580,255,7,246750,0.010814249363867684,174.8338355372549,5.5346669930909105
2025-04-24,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,68321,44708,379,13,458250,0.00847723002594614,180.26710118205804,6.7072854361459715
2025-04-25,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,51993,35169,252,11,405900,0.0071654013477778725,206.3213175436508,7.806824349953619
2025-04-26,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,41729,32228,280,27,999300,0.008688097306689836,149.0329661214286,23.94724244111663
2025-04-27,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,13597,8674,85,2,73800,0.009799400507263085,159.9648523764706,5.427662897311289
2025-04-28,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,195487,58784,764,47.28,1711418,0.012996733805117039,255.87302236910992,8.75463846912125
2025-04-29,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,58763,31371,318,10,372000,0.010136750502056039,184.78786161320755,6.330563655762905
2025-04-30,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,36519,12763,196,17,630255,0.015356891013084698,186.32250909183674,17.25818512902974
2025-05-01,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,49120,14511,269,15,553560,0.01853766108469437,182.60136779182156,11.269603965174564
2025-05-02,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,51752,15945,264,14,501852,0.016556914393226718,196.0315223030303,9.69719153250912
2025-05-03,4988024901,엔트로피,22370332061,250410_래쉬펌_디멘드젠 캠페인,PAUSED,DEMAND_GEN,70285,28394,401,22,811795,0.0141227019792914,175.27353457356608,11.550098929739333
